threshold	alignment_size	SNPs
80	750	1976154
80	500	1977028
80	250	1977683
80	100	1980185
80	75	1980395
80	50	1979325
80	25	1982704
80	10000	1977387
80	9750	1976437
80	9500	1976370
80	9250	1976384
80	9000	1976475
80	8750	1976378
80	8500	1976354
80	8250	1976811
80	8000	1976453
80	7750	1978144
80	7500	1977805
80	7250	1976542
80	7000	1976385
80	6750	1976415
80	6500	1976361
80	6250	1976331
80	6000	1976429
80	5750	1976829
80	5500	1976477
80	5250	1978234
80	5000	1977515
80	4750	1977582
80	4500	1978289
80	4250	1977976
80	4000	1976627
80	3750	1976412
80	3500	1976474
80	3250	1976558
80	3000	1978008
80	2750	1978355
80	2500	1977295
80	2250	1976151
80	2000	1977660
80	1750	1978539
80	1500	1978344
80	1250	1978793
80	1000	1977851
80	750	1978516
80	500	1980208
80	250	1984755
80	100	1983900
80	75	1986832
80	50	1985770
80	25	1988596
80	10000	1976483
80	9750	1977281
80	9500	1977570
80	9250	1977304
80	9000	1976507
80	8750	1976425
80	8500	1976395
80	8250	1976327
80	8000	1976357
80	7750	1976404
80	7500	1976306
80	7250	1976315
80	7000	1976372
80	6750	1976416
80	6500	1976544
80	6250	1976504
80	6000	1976509
80	5750	1976466
80	5500	1976497
80	5250	1976586
80	5000	1976683
80	4750	1976632
80	4500	1976693
80	4250	1976419
80	4000	1976396
80	3750	1976357
80	3500	1976325
80	3250	1976367
80	3000	1976323
80	2750	1976248
80	2500	1976476
80	2250	1976484
80	2000	1976389
80	1750	1976752
80	1500	1976874
80	1250	1976908
80	1000	1976972
80	750	1977192
80	500	1977001
80	250	1976082
80	100	1977571
80	75	1978849
80	50	1981847
80	25	2034846
80	10000	1977155
80	9750	1978080
80	9500	1978189
80	9250	1978159
80	9000	1978067
80	8750	1977850
80	8500	1977836
80	8250	1977790
80	8000	1978036
80	7750	1978191
80	7500	1978319
80	7250	1978268
80	7000	1978223
80	6750	1978236
80	6500	1978305
80	6250	1977605
80	6000	1978317
80	5750	1978283
80	5500	1976589
80	5250	1976636
80	5000	1977889
80	4750	1978270
80	4500	1976617
80	4250	1976679
80	4000	1976827
80	3750	1976922
80	3500	1976714
80	3250	1976898
80	3000	1977899
80	2750	1976713
80	2500	1976704
80	2250	1978184
80	2000	1978150
80	1750	1976604
80	1500	1978273
80	1250	1978503
80	1000	1978611
80	750	1977958
80	500	1978936
80	250	1979292
80	100	1980050
80	75	1981053
80	50	1979348
80	25	2028924
80	10000	1976478
80	9750	1977102
80	9500	1978146
80	9250	1977881
80	9000	1978111
80	8750	1976506
80	8500	1978276
80	8250	1978297
80	8000	1978176
80	7750	1978145
80	7500	1978179
80	7250	1978388
80	7000	1978393
80	6750	1978496
80	6500	1978592
80	6250	1978455
80	6000	1978586
80	5750	1978672
80	5500	1978690
80	5250	1978779
80	5000	1978798
80	4750	1978797
80	4500	1978950
80	4250	1978957
80	4000	1978874
80	3750	1978801
80	3500	1978770
80	3250	1978774
80	3000	1978666
80	2750	1978357
